"","id","书名","评论数","作者","出版时间","出版社","折扣价","原价","折扣","分类","简介","year"
"46",46,"美国国家地理少儿版百科（平装版）",106869,"美国国家地理学会 编；于梅 陈洁 译","2010-12-01","浙江少年儿童出版社","￥52.80","￥88.00","6.0折","童书","世界知名杂志《国家地理》为孩子量身定做的百科全书——以*前沿的知识营养孩子的大脑，以*精美的图片吸引孩子的眼球，以*活泼的排版激发孩子的兴趣！,　　这里有：,　　★500多张高清晰的珍贵精彩照片,　　★80多条你一定不知道的有趣知识,　　★70多页图文并茂的动物知识专辑,　　★30多个好看好玩的趣味网站链接,　　这里还有：,　　★**出炉的前沿信息汇集,　　★**无二的颜色阅读密码,　　★孩子专用的搜索网站列表,　　★超级实用的迷你课堂教学,　　在这里，你可以获得比普通百科更多、更令人惊叹的知识；在这里，",2012
"47",47,"1988——我想和这个世界谈谈",101553,"韩寒 著","2010-09-01","国际文化出版公司","￥21.30","￥25.00","8.5折","小说","首印量达到空前的70万册，韩寒称这是他迄今为止*满意的一部长篇小说，也首次开创了“公路小说”的新概念。,点击免费阅读更多章节：1988：我想和这个世界谈谈,相关推荐：韩寒作品精选集（全四册）",2012
"48",48,"平凡的世界（全三册）",370916,"路遥　著","2013-12-01","北京十月文艺出版社","￥39.70","￥79.80","5.0折","小说","",2012
"49",49,"理想丰满",46856,"冯仑　著","2012-01-01","文化艺术出版社","￥33.20","￥45.00","7.4折","管理","　　内容当下，话题劲爆，社会热点，睿智解读：《理想丰满》汇集了冯仑“集半百人生沉淀，畅谈当下热点；挟二十载拼搏经历，纵论未来大势”。是一本非常当下有价值的作品。当今中国，迷惑颇多――中国人价值观严重丢失，该如何重塑？公司遭遇政策挑战，发展限于瓶颈，该如何突破？社会财富将会如何传承？当理想丰满但现实骨感，怎样规划才能让自己更幸福？《理想丰满》中，冯仑集半百人生沉淀，畅议当下热点；挟二十载拼搏经历，纵论未来大势。以其独有的睿智思辨、幽默段子，深入浅出，亦庄亦谐，对价值公平、财富传承、人生追求、企业治理等话题进",2012
"50",50,"丰乳肥臀（2012年度诺贝尔文学奖获得者中国著名作家莫言作品）",86981,"莫言　著","2012-11-01","作家出版社","￥23.00","￥46.00","5.0折","小说","中国首位诺贝尔文学奖获得者莫言作品。　　,2012年诺贝尔文学奖授奖词：,　　·莫言是个诗人，他扯下程式化的宣传画，使个人从茫茫无名大众中突出出来。他用嘲笑和讽刺的笔触，攻击历史和谬误以及贫乏和政治虚伪。他有技巧的揭露了人类*阴暗的页面，在不经意间给象征赋予了形象。,　　·莫言有着无与伦比的想象力。他很好的描绘了自然；他基本知晓所有与饥饿相关的事情；他向我们展示了一个没有真理、常识或者同情的世界，这个世界中的人鲁莽、无助且可笑。,　　·莫言的故事有着神秘和寓意，让所有的价值观得到体现。莫言的人物充满活力，",2012
"51",51,"从小爱科学·有趣的物理（全13册）",102668,"(韩)圣惠淑 等文，(韩)金周星 等图，陈钰 等译","2009-11-01","湖南少儿出版社","￥52.00","￥104.00","5.0折","","",2012
"52",52,"西尔斯亲密育儿百科",150925,"(美)西尔斯　等著，邵艳美，唐婧　译","2009-11-01","南海出版社","￥46.80","￥49.80","9.4折","育儿/早教","★美国*畅销、*受欢迎的育儿百科,★畅销20年，至今仍位居美国各大书店育儿畅销书榜**名,★美国**影响力的育儿权威,西尔斯博士**定本,全球*权威、*受欢迎的育儿百科**定本,西尔斯亲密育儿百科（修订版）",2012
"53",53,"猜猜我有多爱你——信谊世界精选图画书",75804,"(爱尔兰)麦克布雷尼　著，(英)婕朗　绘，梅子涵　译","2008-11-01","明天出版社","￥29.50","￥32.80","9.0折","童书","孩子总喜欢和别人比较，在《猜猜我有多爱你》这本图画书中的小兔子就是个典型的例子。小兔子认真的告诉大兔子“我好爱你”，而大兔子回应小兔子说：“我更爱你！”如此一来，不仅确定大兔子很爱自己，更希望自己的爱能胜过大兔子的爱。牠想尽办法用各种身体动作、看得见的景物来描述自己的爱意，直到牠累得在大兔子的怀中睡着了。,这本图画书里有一只像孩子的小兔子和一只像爸爸的大兔子。小兔子像所有的孩子一样爱比较。它们俩在比赛谁的爱更多一些。大兔子用智慧赢得了比赛和小兔子稍微少一点的爱，可小兔子用它的天真和想象赢得了大兔子多出一倍",2012
"54",54,"爱你是最好的时光",27307,"匪我思存　著","2012-02-01","新世界出版社","￥23.50","￥28.00","8.4折","青春文学","　　复仇+商战，暗黑系；坚强+真爱，治愈系。,　　医疗+快消，行业戏；灰姑娘+法洛四联症，励志戏。,　　匪我思存开年巨献——,　　虐恋情深后的大团圆，温情暖爱催人泪下，让所有人为了爱的奇迹，破啼为笑。,　　我做过特别勇敢的事，就是爱你。,　　献给天下每一位有幸遇见爱情的女孩：越勇敢，越幸福！,　　本小说电视剧改编权已授出，敬请期待！",2012
"55",55,"霍乱时期的爱情",128306,"(哥伦比亚)加西亚·马尔克斯 著,杨玲 译","2012-09-01","南海出版社","￥33.60","￥39.50","8.5折","小说","《迷宫中的将军》：马尔克斯名篇首次正式出版！著名翻译家王永年经典译文！真实的玻利瓦尔只存在于历史深处，这本写玻利瓦尔的文学经典则如南美洲一样不朽！,《百年孤独》：诺贝尔文学奖获得者加西亚·马尔克斯**杰作，中文版全球首次授权！未做任何增删！第八届作家富豪榜经典上榜作品！,《一桩事先张扬的凶杀案》：马尔克斯:一个残忍的犯罪故事，为此我写了三十年。作者继《百年孤独》后流传*广、影响**的小说）,《族长的秋天》：马尔克斯倾注*多情感的内心告白；被誉为“50年所有语种里*伟大的小说”！,枯枝败叶（《百年孤独》序篇",2012
"56",56,"青蛙弗洛格的成长故事（第一辑 全12册）",158212,"(荷)马克思 维尔修斯","2006-06-01","湖南少年儿童出版社有限责任公司","￥28.80","￥57.60","5.0折","童书","●国际安徒生大奖得主马克斯·维尔修思终其一生智慧的创作！,●著名作家彭懿、杨玲玲暖心翻译。,●著名儿童作家&童书阅读推广人梅子涵、汤素兰、粲然倾情推荐！（赠精美导读手册）,●让孩子深深痴迷的“青蛙弗洛格”世界，家庭和幼儿园人气和口碑**的绘本排名前十。,●法国Prix,de,Treize大奖、荷兰Golden,Pencil金画笔奖、德国Bestlist,Award大奖、美国Graphic,Award大奖、当当终身级五星童书！,●智者一般冷静的老鼠、娇气却热心可爱的小鸭、热衷厨艺且有“妈妈味”的小猪、沉默的",2012
"57",57,"大民小国",6682,"余世存　著","2012-10-01","江苏文艺出版社","￥32.80","￥36.00","9.1折","历史","《非常道》之后，著名学者余世存，手绘现代巨人群像,　　,十余年来研习中国近现代史的**成果,　　,我们如何理解民国？我们如何理解当下？大民小国，还是大国小民?,　　,《大民小国》一本书呈现一个大民小国的时代,　　,《大民小国》一本书记录一代中国人的命运与抗争,　　,陈寅恪、梁漱溟、黄侃、顾维钧、唐绍仪、陶成章、章士钊、晏阳初……,　　,透过《大民小国》，读懂历史演化的逻辑，读懂历史人物的命运，读懂我们自己",2012
"58",58,"孩子，先别急着吃棉花糖 升级版",84069,"(美)波沙达　著，(韩)任定进　改编，徐若英　译","2011-11-01","青岛出版社","￥14.90","￥29.80","5.0折","童书","*,全球畅销书《先别急着吃棉花糖》的升级版。被翻译成16种语言，风靡20多个国家，全球热销300余万册。,　　*,每一位家长都应该与孩子共读的一本书。,　　*“为什么同学们都不喜欢我？”,　　“为什么要这么辛苦地学习？”,　　“为什么一站到台上，我就紧张得说不出话来？”,　　……,　　当孩子遇到这些问题时，作为家长的您知道该怎样科学地帮助他，并引领他愉悦地接受您的建议吗？,　　在本书中，参加过斯坦福大学棉花糖实验的爸爸——乔纳森，将会告诉您怎样通过“延迟享乐”让您的孩子学会管理自己，变得自信、快乐、热爱学",2012
"59",59,"人性的弱点全集",138330,"戴尔·卡耐基","2008-01-01","中国发展出版社","￥12.30","￥25.00","4.9折","成功/励志","★★★★★推荐购买：,拿破仑·希尔《思考致富》,《人性的弱点全集（英文版）》,一本复杂社会中的人际关系导航手册,一本重压时代下的心理健康训练教程,出版问世十多年，此版本的《人性的弱点全集》一直受到读者的喜爱，时间和事实已经证明：书中的技巧和法则确实管用！,本书的目的就是帮助你解决你所面临的问题：如何在你的日常生活、商务活动与社会交往中与人打交道，并有效地影响他人；如何击败人类的生存之敌——,忧虑，以创造一种幸福美好的人生。当你通过本书解决好这一问题之后，其他问题也就迎刃而解了。",2012
"60",60,"育儿百科：当代育儿读物****（精）",57026,"(日)松田道雄 著，王少丽 等译","2002-09-01","华夏出版社","￥30.60","￥49.00","6.2折","育儿/早教","育儿百科的编排是按照月龄讲述了父母必须常识，儿童发展特点，养育要点，注意事项，本月可能患的疾病等，每个主题都有一个编号，当有重复内容或参见其它主题时，就给出相关主题的编号。特别适合孕期妈妈，遇到问题可以对着目录翻书，尤其是书中不光写了什么时候给孩子吃什么、玩什么、注意什么、会有哪些异常和类似异常的正常，还经常给一些其它方面的建议，比如专门有一节写跟邻居的关系（书中其它地方也有），说应该坚信自己比世界上任何人都更了解和熟悉孩子。他在分析各种异常情况时，经常会考虑各种不同环境。说到某些谬误时，会分析产生这种谬",2012
"61",61,"狼图腾（世界上迄今为止惟一一部描绘、研究蒙古草原狼的“旷世奇...",115868,"姜戎 著","2005-07-01","长江文艺出版社","￥22.00","￥32.00","6.9折","小说","请购买《狼图腾》（修订版）,连载超人气作品，读者和媒体趋之若骛。,我们是龙的传人还是狼的传人？这是世界上迄今为止惟一一部描绘、研究蒙古草原狼的“旷世奇书”。阅读此书，将是我们这个时代享用不尽的关于狼图腾的精神盛宴。因为它的厚重，因为它的不可再现。因为任由蒙古铁骑和蒙古狼群纵横驰骋的游牧草原正在或者已经消失，所有那些有关狼的传说和故事正在从我们的记忆中退化，留给我们和后代的仅仅是一些道德诅咒和刻毒谩骂的文字符号。如果不是因为此书，狼——特别是蒙古的草原狼——这个中国古代图腾崇拜和自然进化的发动机，就会像某些",2012
"62",62,"我的感觉系列(全七册)",103203,"(美)斯贝蔓 著，黄雪妍 译","2011-10-01","电子工业出版社","￥31.50","￥63.00","5.0折","童书","　　美国BCS电视台将《我好害怕》制作成晨间儿童节目，作为美国“911”事件后，帮助孩子处理恐惧情绪的绝佳童书。,相关精彩专题,更多我的感觉系列图书,《我的感觉》（成长版）（1-20）,《我的感觉》（小学版）（1-5册）",2012
